Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
Audi;SUV;2.5;Srebrny;178187;2015;M;43;New Hampshire
Dodge;Pick-up;4.5;Niebieski;346747;2014;M;24;California
Volkswagen;Hatch-back;5.0;Fioletowy;316048;2020;K;64;South Dakota
Chrysler;Hatch-back;3.5;Zolty;145862;2015;K;41;Hawaii
Cadilac;Kombi;3.0;Niebieski;337655;2010;K;58;Minnesota
Cadilac;Hatch-back;3.0;Bialy;146249;2009;M;31;Maryland
Chrysler;Hatch-back;5.0;Niebieski;60269;2009;K;30;Iowa
Dodge;SUV;4.0;Czarny;221184;2019;M;38;Michigan
Mercedes;Pick-up;4.5;Srebrny;403608;2010;M;62;Pennsylvania
BMW;Pick-up;4.5;Bialy;379424;2012;M;57;Rhode Island
BMW;Sedan;5.0;Zielony;174979;2010;M;22;Alaska
Volkswagen;Sedan;4.5;Czerwony;416207;2018;K;30;Hawaii
Honda;SUV;1.5;Rozowy;163881;2017;K;42;Tennessee
BMW;Hatch-back;3.0;Niebieski;367619;2020;K;27;Nevada
Toyota;Kabriolet;3.5;Bialy;215264;2009;M;59;Virginia
Ford;Sedan;4.5;Zolty;457546;2009;M;66;Tennessee
Volkswagen;Hatch-back;4.5;Fioletowy;483148;2015;K;37;Indiana
Cadilac;SUV;2.5;Czerwony;326976;2009;M;35;Vermont
Volkswagen;Sedan;4.5;Bialy;157045;2019;M;69;Massachusetts
Chrysler;Cupe;3.5;Bialy;316064;2017;K;69;Louisiana
Dodge;Hatch-back;2.5;Rozowy;337005;2015;K;69;Texas
Dodge;Kabriolet;2.5;Srebrny;55458;2012;K;45;Wisconsin
Nissan;Cupe;3.0;Szary;269639;2011;M;36;Minnesota
Audi;Sedan;4.0;Bialy;196892;2017;M;39;Arizona
Audi;Kombi;3.0;Niebieski;169178;2017;K;27;Maine
Chevrolet;SUV;3.5;Czerwony;349553;2014;K;56;Colorado
Mercedes;Kombi;2.5;Czarny;420565;2020;M;52;Colorado
Volkswagen;Hatch-back;3.0;Szary;288991;2010;M;26;Kentucky
Volkswagen;Kombi;4.5;Szary;469964;2009;M;46;Montana
Audi;Sedan;5.0;Rozowy;35744;2010;K;42;Minnesota
Cadilac;SUV;2.5;Fioletowy;125216;2009;K;39;Delaware
Dodge;Kombi;1.5;Brazowy;220858;2018;K;62;Michigan
Audi;Hatch-back;2.0;Rozowy;426930;2020;K;59;Indiana
Honda;Minivan;2.5;Brazowy;169019;2017;K;68;New Mexico
Mercedes;Cupe;4.5;Bialy;32775;2017;K;34;Oregon
Dodge;Sedan;3.5;Szary;276459;2014;K;38;Massachusetts
Honda;Cupe;2.0;Srebrny;257139;2010;K;41;DC
Volkswagen;Kabriolet;2.5;Rozowy;450824;2013;K;64;Minnesota
Mercedes;Minivan;3.0;Zielony;91212;2008;M;51;Hawaii
Volkswagen;Hatch-back;4.0;Rozowy;427838;2011;M;42;Rhode Island
Nissan;Cupe;3.5;Srebrny;134688;2018;M;59;DC
BMW;SUV;4.0;Czarny;394926;2019;M;43;Maine
Ford;Minivan;2.5;Fioletowy;76174;2011;K;27;Arizona
BMW;Kabriolet;2.5;Srebrny;161370;2017;K;54;Kansas
Dodge;SUV;1.5;Brazowy;51855;2020;K;43;Connecticut
Ford;SUV;5.0;Zolty;437098;2016;K;35;Kansas
Ford;Kabriolet;3.0;Zolty;257597;2018;M;63;Virginia
Chrysler;SUV;4.0;Niebieski;72603;2014;M;43;Tennessee
Dodge;Sedan;2.0;Fioletowy;51097;2008;M;69;New Jersey
Ford;Hatch-back;5.0;Czerwony;475463;2008;M;29;Alaska
Chevrolet;Minivan;4.0;Rozowy;454727;2019;M;45;Pennsylvania
Chrysler;Sedan;5.0;Fioletowy;162219;2014;K;40;Montana
Nissan;Pick-up;4.5;Fioletowy;493118;2013;K;30;New Mexico
Nissan;Sedan;5.0;Czerwony;475578;2010;K;61;Mississippi
BMW;Kombi;2.0;Szary;331805;2008;K;67;South Carolina
Cadilac;Sedan;1.5;Czarny;254169;2018;M;31;New York
Nissan;Minivan;2.5;Czarny;239237;2020;K;68;Pennsylvania
Audi;Kabriolet;3.5;Zielony;485331;2013;M;70;Missouri
Mercedes;SUV;4.0;Czerwony;457346;2016;M;28;Colorado
Ford;Kombi;1.5;Czarny;223486;2016;K;67;North Dakota
Nissan;SUV;5.0;Bialy;110529;2009;K;42;West Virginia
Dodge;Kabriolet;1.5;Zielony;186360;2010;K;23;Illinois
Toyota;Kombi;2.0;Szary;489925;2013;M;59;Oregon
BMW;Pick-up;4.5;Szary;240808;2011;K;30;Wyoming
Audi;Hatch-back;4.5;Szary;37916;2011;K;20;Nevada
Cadilac;Kabriolet;2.0;Zielony;329443;2010;K;37;Alaska
Honda;Sedan;4.5;Bialy;468193;2009;K;68;New Hampshire
Volkswagen;Cupe;4.5;Zielony;339554;2012;M;20;South Dakota
Ford;Hatch-back;2.5;Niebieski;487284;2011;K;26;Pennsylvania
Toyota;Sedan;4.5;Bialy;89216;2012;K;21;Alaska
Chevrolet;Kabriolet;1.5;Fioletowy;112372;2008;M;24;Washington
Ford;Minivan;2.5;Niebieski;491934;2018;K;44;New Jersey
Nissan;SUV;4.5;Brazowy;204845;2017;K;69;New Hampshire
Chrysler;Sedan;4.0;Niebieski;194747;2017;K;70;DC
BMW;Sedan;3.5;Zielony;84539;2018;M;47;Indiana
Chrysler;Sedan;4.5;Czarny;431458;2017;K;54;Virginia
Ford;Sedan;5.0;Zolty;440512;2020;M;20;Kentucky
Mercedes;Cupe;1.5;Niebieski;216961;2015;M;68;South Carolina
Chevrolet;SUV;4.5;Czerwony;438814;2020;K;53;Mississippi
Nissan;Kabriolet;5.0;Srebrny;460178;2014;M;25;New York
Toyota;Sedan;4.0;Czerwony;443352;2016;M;41;Colorado
Toyota;Minivan;4.0;Srebrny;179099;2012;K;57;New Hampshire
Toyota;Minivan;5.0;Szary;459487;2013;M;30;Delaware
Cadilac;Kombi;3.5;Szary;85126;2014;M;30;New Hampshire
Honda;Kabriolet;3.0;Szary;214255;2019;M;66;Delaware
Honda;Minivan;3.0;Zielony;53677;2009;K;56;Alabama
Audi;Kombi;3.5;Czerwony;340509;2018;M;68;Texas
BMW;Cupe;2.0;Szary;344422;2015;M;36;Colorado
Chrysler;SUV;4.5;Zolty;80364;2010;K;45;New Hampshire
Honda;Minivan;3.5;Srebrny;45279;2011;K;66;Arkansas
Dodge;SUV;3.5;Niebieski;437145;2012;K;43;Montana
Chevrolet;Kombi;3.5;Zielony;104731;2016;M;33;Wisconsin
Chrysler;Kombi;5.0;Srebrny;416353;2014;K;39;New Hampshire
Audi;Minivan;4.0;Srebrny;496037;2020;K;63;Maine
Chevrolet;Cupe;2.0;Czarny;127517;2019;M;61;Montana
Audi;Minivan;5.0;Srebrny;421938;2008;K;30;Kentucky
Mercedes;Cupe;5.0;Fioletowy;198654;2018;K;65;Utah
BMW;SUV;1.5;Zolty;202947;2020;K;21;Mississippi
Chrysler;Cupe;2.5;Szary;472046;2011;K;61;Montana
Ford;Pick-up;1.5;Szary;446813;2014;K;39;North Carolina
Mercedes;Hatch-back;2.5;Czerwony;327971;2011;K;39;South Dakota
Mercedes;Sedan;2.0;Fioletowy;366542;2009;M;34;South Dakota
BMW;Cupe;3.0;Srebrny;224458;2017;K;69;Louisiana
Chrysler;Sedan;2.5;Czerwony;59898;2011;M;59;Texas
Mercedes;Minivan;4.5;Szary;219143;2018;K;26;Oklahoma
Honda;Cupe;4.5;Brazowy;46197;2016;M;30;West Virginia
Toyota;Sedan;2.5;Bialy;405838;2011;K;52;Oregon
Nissan;Pick-up;5.0;Srebrny;47611;2016;M;65;Nevada
Mercedes;Sedan;2.5;Fioletowy;462197;2020;M;35;Alaska
Volkswagen;Sedan;1.5;Rozowy;499004;2015;K;28;Kansas
Chevrolet;Hatch-back;2.5;Zielony;345755;2017;K;52;New York
Chrysler;Kombi;2.0;Szary;493506;2018;K;56;Iowa
Ford;Hatch-back;5.0;Zolty;83611;2016;K;42;Nebraska
Ford;SUV;2.0;Czarny;276006;2018;M;55;Hawaii
Ford;Pick-up;3.5;Fioletowy;116460;2018;M;54;Wisconsin
BMW;Sedan;4.0;Srebrny;353813;2009;K;48;Ohio
BMW;Cupe;3.0;Zolty;255840;2019;K;67;Tennessee
Honda;Pick-up;2.0;Zolty;85484;2009;K;20;Massachusetts
Audi;Sedan;1.5;Zolty;40321;2008;K;61;Oklahoma
Dodge;SUV;5.0;Zielony;262959;2018;K;24;Alabama
Dodge;Kabriolet;4.0;Czarny;474685;2017;K;65;Texas
Mercedes;Kabriolet;5.0;Zielony;358434;2010;K;48;Nevada
Ford;Cupe;4.0;Rozowy;153880;2011;M;70;Massachusetts
Mercedes;Minivan;2.0;Zielony;97451;2019;M;28;Colorado
Volkswagen;Hatch-back;4.0;Bialy;100244;2015;M;37;Rhode Island
Toyota;Kombi;5.0;Czarny;272102;2014;K;23;Oklahoma
Ford;Kabriolet;2.0;Zolty;265670;2018;M;48;Florida
Ford;Sedan;1.5;Zielony;296841;2016;K;70;Kentucky
Chevrolet;Sedan;1.5;Czerwony;412714;2017;K;24;Arkansas
Chevrolet;Hatch-back;5.0;Brazowy;121003;2018;K;24;DC
Dodge;Hatch-back;4.0;Niebieski;137766;2015;K;50;Delaware
Cadilac;Minivan;5.0;Szary;361262;2010;K;50;Connecticut
Nissan;Kabriolet;3.5;Srebrny;498493;2014;M;30;Tennessee
Volkswagen;Pick-up;4.0;Brazowy;135160;2015;K;45;Kansas
Ford;Pick-up;2.0;Srebrny;273730;2009;M;59;Massachusetts
Volkswagen;Cupe;5.0;Niebieski;112818;2015;M;45;Pennsylvania
Audi;Hatch-back;3.0;Bialy;247670;2020;M;53;Maine
Volkswagen;SUV;3.0;Brazowy;373328;2016;M;46;Massachusetts
Chevrolet;Kombi;5.0;Zielony;171496;2013;M;61;Missouri
Volkswagen;Sedan;2.5;Brazowy;260641;2014;K;32;Texas
BMW;Kabriolet;4.5;Brazowy;151806;2008;K;68;Ohio
Ford;Hatch-back;2.0;Zolty;359736;2009;M;35;Illinois
Ford;Kombi;1.5;Brazowy;367168;2017;K;21;New Jersey
Mercedes;Sedan;4.0;Bialy;272803;2012;M;38;Tennessee
BMW;Kabriolet;4.0;Rozowy;250688;2020;M;29;North Carolina
Volkswagen;SUV;3.5;Bialy;198592;2013;M;65;Oregon
Ford;Pick-up;2.5;Fioletowy;463623;2013;M;53;New Hampshire
Volkswagen;Kombi;5.0;Fioletowy;248761;2018;K;39;DC
Honda;Pick-up;3.0;Rozowy;343092;2015;M;30;Florida
Toyota;Kombi;5.0;Srebrny;385926;2009;M;25;Vermont
Mercedes;Cupe;3.0;Czarny;416895;2011;M;57;Mississippi
Mercedes;Hatch-back;5.0;Czarny;205716;2014;K;37;Illinois
Nissan;SUV;2.5;Czerwony;285550;2013;K;21;Ohio
Cadilac;Minivan;4.5;Zielony;406421;2020;M;39;Florida
Mercedes;SUV;4.5;Bialy;111321;2014;K;27;Wyoming
Toyota;Kombi;2.0;Zielony;238016;2011;M;67;Georgia
Ford;Kabriolet;4.5;Czarny;230772;2020;M;25;Maine
Audi;Hatch-back;2.0;Zolty;134717;2018;K;30;Iowa
Chrysler;Minivan;4.0;Brazowy;391613;2016;K;55;Indiana
Chevrolet;Sedan;2.5;Rozowy;346285;2019;M;24;New Mexico
Mercedes;SUV;1.5;Czerwony;179953;2011;K;26;Georgia
Audi;Kombi;5.0;Bialy;119361;2011;M;53;Montana
Mercedes;Pick-up;4.5;Srebrny;486563;2014;K;50;Nebraska
Chevrolet;Kombi;4.5;Niebieski;333608;2016;M;35;Alaska
Honda;Sedan;2.5;Srebrny;275958;2014;K;36;Arizona
Chrysler;Cupe;5.0;Zolty;120258;2012;M;66;North Carolina
Mercedes;Kabriolet;3.0;Czerwony;116890;2016;K;43;North Carolina
Cadilac;Hatch-back;5.0;Rozowy;435672;2014;M;22;Tennessee
Mercedes;SUV;3.5;Bialy;453880;2016;M;53;Pennsylvania
Chrysler;Pick-up;4.5;Czerwony;233745;2012;K;62;South Carolina
Ford;SUV;4.0;Czerwony;128910;2018;K;47;Colorado
Volkswagen;Sedan;4.0;Brazowy;37927;2011;M;40;Alabama
Nissan;Sedan;3.0;Niebieski;410072;2014;K;58;North Carolina
Cadilac;Kabriolet;4.5;Szary;184698;2011;K;31;Hawaii
BMW;Sedan;4.5;Zolty;367204;2018;K;21;Illinois
Dodge;SUV;4.5;Zielony;331937;2020;M;45;Michigan
Ford;Kombi;5.0;Srebrny;157913;2009;K;60;Massachusetts
BMW;Hatch-back;2.5;Brazowy;370197;2008;M;51;Vermont
Ford;Cupe;5.0;Rozowy;423980;2019;K;41;Missouri
Dodge;Kombi;1.5;Srebrny;439487;2020;M;57;Florida
Chrysler;SUV;3.5;Czarny;245276;2010;K;31;Nebraska
BMW;Kabriolet;3.5;Brazowy;83014;2014;K;63;Connecticut
Mercedes;Sedan;4.0;Brazowy;406478;2014;M;20;Utah
BMW;Hatch-back;5.0;Czerwony;397346;2008;M;28;Nevada
Nissan;Sedan;3.0;Srebrny;181398;2011;K;21;Indiana
Nissan;SUV;3.0;Czarny;114449;2014;K;45;Louisiana
Cadilac;Sedan;3.5;Fioletowy;41592;2008;K;70;Alabama
Mercedes;Hatch-back;1.5;Rozowy;303467;2012;M;43;Georgia
Dodge;Hatch-back;4.0;Srebrny;452567;2020;K;62;Washington
Nissan;Cupe;5.0;Czerwony;486038;2010;K;51;Oregon
Cadilac;Sedan;4.0;Niebieski;61198;2018;K;59;Wyoming
Volkswagen;Minivan;3.0;Zolty;373197;2019;M;30;Indiana
Cadilac;Sedan;2.0;Niebieski;269661;2019;M;55;Wisconsin
Audi;Minivan;2.5;Czerwony;391492;2016;K;63;Washington
Chrysler;SUV;1.5;Srebrny;364323;2017;K;31;Mississippi
Ford;Minivan;4.5;Niebieski;371547;2013;K;20;Ohio
Cadilac;Sedan;4.5;Srebrny;484955;2020;M;21;Florida
Toyota;SUV;1.5;Czerwony;131514;2018;K;34;New Hampshire
Dodge;Kombi;2.0;Zolty;271420;2008;K;22;Massachusetts
Dodge;SUV;5.0;Czarny;351656;2012;M;41;New Hampshire
Chevrolet;Hatch-back;3.0;Bialy;481534;2011;M;38;Georgia
BMW;Sedan;3.5;Bialy;196772;2008;M;30;West Virginia
Dodge;Sedan;4.0;Srebrny;317387;2011;K;64;Indiana
Audi;Minivan;2.0;Czerwony;440240;2012;M;34;Louisiana
Mercedes;Sedan;1.5;Zolty;174480;2010;K;65;Missouri
BMW;Hatch-back;4.5;Niebieski;74497;2014;K;56;Delaware
Cadilac;Cupe;4.5;Zielony;485309;2017;M;67;New Mexico
Chevrolet;Sedan;1.5;Srebrny;421372;2012;K;35;Idaho
Chrysler;Sedan;3.5;Niebieski;138380;2013;M;65;Vermont
Toyota;Hatch-back;5.0;Niebieski;36615;2009;K;51;Montana
Mercedes;Sedan;1.5;Szary;208407;2009;M;55;Oklahoma
Toyota;Cupe;5.0;Zolty;34205;2018;K;21;Massachusetts
Audi;Kombi;4.0;Bialy;233111;2012;K;61;Maryland
Audi;Hatch-back;3.5;Czarny;426278;2010;M;37;Michigan
Honda;Minivan;2.5;Zolty;457517;2012;K;63;Alaska
Dodge;Hatch-back;4.5;Szary;100816;2010;M;48;Arkansas
Mercedes;Kombi;1.5;Fioletowy;40340;2017;K;42;Washington
Mercedes;Kombi;2.5;Fioletowy;318925;2019;M;39;Michigan
Honda;Pick-up;3.5;Zielony;212744;2017;K;24;Oregon
Mercedes;Pick-up;1.5;Brazowy;481924;2011;K;57;Oklahoma
Ford;Pick-up;3.5;Czerwony;83058;2009;K;29;Rhode Island
Honda;Minivan;3.5;Rozowy;416915;2020;M;21;Oklahoma
Volkswagen;Kabriolet;4.5;Fioletowy;443563;2009;K;64;Wisconsin
Toyota;Hatch-back;4.5;Bialy;253428;2013;K;60;Washington
Honda;Sedan;5.0;Czerwony;223678;2014;M;39;Texas
Volkswagen;Hatch-back;5.0;Rozowy;356450;2008;K;55;Colorado
Audi;Kombi;3.0;Szary;101916;2019;K;46;Wyoming
Toyota;Pick-up;4.5;Rozowy;48117;2010;M;26;Alaska
Chrysler;Pick-up;5.0;Zolty;368710;2012;K;48;Mississippi
Nissan;SUV;3.0;Brazowy;36578;2010;M;52;Utah
Audi;Minivan;4.0;Szary;354033;2018;M;70;Mississippi
Chevrolet;Sedan;2.0;Zielony;475584;2018;M;39;New Mexico
Chrysler;Pick-up;5.0;Srebrny;315991;2008;K;26;New Mexico
Chrysler;Kombi;1.5;Szary;115875;2012;M;38;Michigan
Chevrolet;Minivan;3.0;Bialy;357315;2014;M;32;South Carolina
Chevrolet;Minivan;4.0;Czarny;114745;2019;M;61;Delaware
Mercedes;Pick-up;2.5;Brazowy;480478;2019;M;36;Wyoming
Dodge;Kombi;2.5;Szary;418059;2011;K;57;Delaware
Volkswagen;Kombi;1.5;Niebieski;266220;2017;M;54;West Virginia
Mercedes;Sedan;4.0;Niebieski;338980;2020;M;70;Washington
Volkswagen;Kombi;5.0;Niebieski;188642;2013;K;29;Indiana
Honda;Hatch-back;1.5;Srebrny;80131;2020;M;50;New York
Cadilac;Hatch-back;2.0;Brazowy;385405;2016;K;69;New Jersey
Chrysler;Kabriolet;3.5;Czerwony;59807;2015;K;28;Georgia
Ford;Sedan;2.5;Czarny;407050;2009;M;38;Oregon
Mercedes;Sedan;3.0;Brazowy;30689;2014;K;39;New Mexico
Audi;Sedan;3.0;Szary;307824;2010;M;47;Massachusetts
Nissan;Sedan;4.5;Zolty;294535;2014;M;29;Missouri
Volkswagen;Hatch-back;3.5;Szary;241967;2016;K;43;Iowa
Volkswagen;Sedan;2.0;Srebrny;427292;2019;K;66;Washington
Ford;Hatch-back;2.0;Niebieski;147877;2012;K;45;Tennessee
Toyota;Sedan;2.0;Brazowy;358959;2014;K;58;Texas
Dodge;Sedan;3.0;Srebrny;452466;2012;M;66;Alaska
Chevrolet;Pick-up;1.5;Szary;492364;2013;K;51;Nevada
BMW;Pick-up;3.5;Fioletowy;310588;2015;M;37;Montana
Nissan;Sedan;2.0;Czerwony;195671;2017;K;44;Illinois
Cadilac;Cupe;1.5;Zielony;158076;2013;M;67;Florida
Dodge;Kabriolet;2.5;Rozowy;93520;2018;K;48;California
BMW;Cupe;3.5;Szary;71940;2017;M;67;Michigan
Audi;Hatch-back;2.5;Zielony;321512;2012;M;65;North Carolina
Ford;Kombi;5.0;Niebieski;263092;2011;K;68;Missouri
Volkswagen;Kombi;4.0;Szary;392908;2008;K;70;Oklahoma
Mercedes;SUV;2.5;Czerwony;476316;2008;K;62;Illinois
Honda;SUV;1.5;Fioletowy;458704;2019;K;38;Wisconsin
Mercedes;Pick-up;2.0;Rozowy;138729;2018;M;49;California
Volkswagen;Sedan;2.5;Szary;151908;2018;K;70;Vermont
Audi;Hatch-back;2.5;Fioletowy;297623;2014;M;66;Mississippi
Cadilac;Sedan;3.5;Rozowy;249863;2015;M;52;Vermont
Chrysler;SUV;2.0;Fioletowy;362585;2018;M;59;Maine
Chrysler;Hatch-back;3.0;Czarny;175022;2013;K;65;North Dakota
Ford;Kabriolet;3.5;Srebrny;250806;2017;M;60;Alaska
Chrysler;Pick-up;2.0;Bialy;454048;2009;K;66;Montana
Cadilac;Hatch-back;2.5;Szary;222465;2017;M;69;Oregon
BMW;Cupe;1.5;Niebieski;483123;2014;M;66;Kansas
Cadilac;Pick-up;3.5;Czarny;258039;2014;K;29;Kentucky
Honda;Sedan;2.0;Bialy;493488;2009;M;56;California
Chevrolet;Kabriolet;2.5;Czarny;68433;2008;M;26;Wyoming
Chrysler;Kabriolet;5.0;Fioletowy;152487;2011;M;32;Alabama
Chevrolet;Kombi;2.5;Fioletowy;150768;2008;K;38;DC
Mercedes;Minivan;1.5;Szary;97269;2017;K;59;Nevada
Volkswagen;Pick-up;3.0;Bialy;257303;2016;M;22;Kansas
Nissan;Cupe;1.5;Szary;474335;2010;K;40;Michigan
BMW;Minivan;3.5;Rozowy;246333;2017;M;23;Minnesota
BMW;SUV;4.5;Niebieski;368700;2020;K;33;South Carolina
Chevrolet;Sedan;2.0;Fioletowy;352888;2019;K;40;South Carolina
Toyota;Cupe;3.5;Czarny;151507;2018;M;34;Illinois
Ford;Minivan;4.5;Srebrny;378955;2010;K;65;New York
Cadilac;Minivan;4.0;Zolty;304518;2019;K;30;Delaware
Audi;Minivan;4.5;Czerwony;69444;2010;K;62;Missouri
Chevrolet;Minivan;4.5;Czarny;115110;2013;M;23;Minnesota
Dodge;Kombi;4.5;Srebrny;132223;2014;M;27;Michigan
Mercedes;Cupe;4.5;Niebieski;186222;2016;K;61;Louisiana
BMW;SUV;1.5;Szary;497527;2018;M;45;Kentucky
Ford;Pick-up;1.5;Szary;147886;2014;K;68;New Hampshire
Audi;Minivan;2.0;Zielony;224737;2009;K;65;New Mexico
Mercedes;Kombi;2.5;Czarny;81862;2011;M;24;Virginia
Chrysler;SUV;2.0;Rozowy;45777;2015;M;57;Delaware
Dodge;Cupe;4.5;Szary;131507;2009;K;69;New Jersey
Dodge;Cupe;4.5;Rozowy;284226;2008;M;65;Connecticut
Chevrolet;Kombi;2.0;Brazowy;301779;2020;M;36;Florida
Chrysler;Kombi;5.0;Zielony;48567;2009;M;48;Massachusetts
Cadilac;Sedan;1.5;Srebrny;150787;2019;M;42;Wyoming
Cadilac;Pick-up;4.0;Rozowy;77401;2010;M;25;Kentucky
Honda;Pick-up;4.5;Szary;338666;2008;M;62;Massachusetts
Ford;Cupe;2.0;Zolty;402433;2017;K;69;Kentucky
Dodge;Sedan;5.0;Zolty;51048;2009;M;62;West Virginia
Mercedes;Minivan;3.5;Bialy;481707;2009;M;50;Hawaii
Honda;Pick-up;3.5;Zielony;414863;2019;M;70;DC
Chrysler;Sedan;4.0;Zolty;462651;2010;K;49;Wyoming
Dodge;Sedan;3.5;Srebrny;123372;2009;M;33;Ohio
Honda;Minivan;4.5;Zolty;31838;2018;M;62;Arkansas
Chevrolet;Kombi;3.0;Czarny;320621;2013;M;66;North Carolina
Chevrolet;Kombi;3.0;Zolty;297558;2009;K;51;South Dakota
Chrysler;Minivan;5.0;Brazowy;328167;2015;K;23;New Mexico
Nissan;Pick-up;4.5;Rozowy;486676;2015;K;37;Missouri
Mercedes;Kabriolet;3.5;Rozowy;63287;2018;M;22;Kansas
Ford;Sedan;3.5;Czerwony;484037;2013;M;27;Wyoming
Cadilac;Sedan;1.5;Niebieski;190709;2016;M;34;Nebraska
BMW;Sedan;3.5;Srebrny;294915;2020;M;27;New York
Audi;Minivan;2.5;Zolty;375277;2013;K;53;New York
Dodge;Kabriolet;2.5;Niebieski;302835;2012;K;62;North Carolina
Chrysler;Sedan;5.0;Bialy;172862;2017;M;28;New York
Dodge;Kabriolet;3.0;Fioletowy;459514;2010;M;67;Indiana
Toyota;Kombi;5.0;Czerwony;179822;2020;K;26;Rhode Island
Chevrolet;Pick-up;4.0;Zolty;142610;2016;M;33;Arizona
Audi;Sedan;1.5;Czarny;89738;2018;K;33;Alaska
Cadilac;Minivan;2.5;Czarny;177539;2019;M;43;Wyoming
Ford;Minivan;2.0;Czarny;243922;2014;K;28;New York
Volkswagen;Minivan;3.0;Srebrny;439481;2014;K;25;California
Chrysler;Kombi;4.5;Fioletowy;470288;2013;K;30;Nebraska
Cadilac;Cupe;5.0;Niebieski;339628;2011;K;33;Idaho
Chrysler;Sedan;4.0;Czarny;388713;2013;M;52;New Hampshire
Chevrolet;Kabriolet;4.5;Srebrny;433773;2012;K;28;South Dakota
Chrysler;Cupe;2.5;Brazowy;496998;2009;M;28;Iowa
Toyota;Cupe;3.5;Brazowy;43835;2008;K;45;New York
Audi;Kabriolet;4.0;Szary;160226;2020;M;31;Connecticut
Honda;Pick-up;4.0;Czarny;216776;2020;K;24;Maine
Dodge;SUV;4.0;Niebieski;68339;2020;K;46;Vermont
Chrysler;Kombi;5.0;Czerwony;328498;2016;M;25;New York
Honda;Sedan;2.5;Czerwony;446691;2008;M;38;Pennsylvania
Honda;Kombi;5.0;Zolty;96942;2018;K;50;Pennsylvania
Chevrolet;Pick-up;2.5;Zolty;462056;2010;K;41;Florida
Chrysler;Kombi;2.5;Rozowy;449197;2019;M;26;Wisconsin
Volkswagen;Cupe;4.5;Srebrny;179755;2019;M;41;Indiana
Honda;Sedan;4.5;Szary;36189;2019;K;49;Oklahoma
BMW;Pick-up;1.5;Szary;451419;2014;M;42;Virginia
Audi;Pick-up;3.0;Bialy;424614;2012;M;20;Nevada
Cadilac;Pick-up;4.0;Czerwony;87941;2018;M;59;Missouri
Honda;SUV;2.0;Szary;439743;2010;K;39;California
Audi;SUV;3.5;Czerwony;470757;2017;K;67;Virginia
Honda;Minivan;3.0;Brazowy;472607;2019;M;42;Maryland
Mercedes;Minivan;2.5;Czerwony;190864;2009;M;35;North Carolina
Cadilac;Sedan;2.5;Szary;370816;2011;M;35;Iowa
Nissan;Kombi;4.0;Fioletowy;156756;2018;M;20;North Dakota
BMW;Kabriolet;1.5;Niebieski;288141;2016;K;47;Arkansas
Chevrolet;Kombi;2.0;Niebieski;163000;2008;K;56;Nevada
Chrysler;Cupe;3.0;Szary;240920;2015;M;67;Virginia
Volkswagen;Minivan;4.5;Czarny;171996;2010;M;66;Wisconsin
Chevrolet;SUV;2.0;Brazowy;439095;2010;K;39;Pennsylvania
Audi;SUV;2.5;Czerwony;122692;2010;M;23;Hawaii
Cadilac;Kombi;2.5;Czarny;345403;2020;K;45;Alabama
BMW;Hatch-back;3.5;Brazowy;399673;2015;M;38;Colorado
Audi;Pick-up;5.0;Bialy;246856;2013;M;37;North Dakota
Cadilac;Kabriolet;2.0;Czerwony;366811;2012;K;63;Minnesota
Dodge;Sedan;4.0;Bialy;184026;2010;M;22;Michigan
BMW;Cupe;3.5;Srebrny;292712;2017;K;40;Missouri
Honda;Hatch-back;3.5;Czerwony;347303;2013;M;39;Texas
Volkswagen;Cupe;3.5;Zielony;179039;2013;K;25;North Carolina
Audi;Cupe;2.0;Zolty;35873;2019;K;66;Kentucky
Dodge;SUV;2.0;Rozowy;362106;2013;K;53;Montana
Ford;Kabriolet;5.0;Szary;217658;2008;K;52;Oregon
Audi;Kombi;4.5;Srebrny;339134;2013;K;41;Wyoming
Dodge;Sedan;4.0;Bialy;343911;2015;M;30;North Carolina
Chevrolet;Pick-up;2.5;Czerwony;45178;2009;K;69;Mississippi
Mercedes;Cupe;4.5;Czerwony;260173;2019;M;22;Alabama
Dodge;Sedan;3.0;Fioletowy;89477;2019;M;23;Mississippi
Audi;Hatch-back;1.5;Rozowy;358392;2012;K;29;Vermont
Nissan;Minivan;4.0;Niebieski;155894;2014;K;34;Pennsylvania
Chrysler;Kombi;2.0;Rozowy;393911;2015;M;58;Nevada
Chrysler;Cupe;3.0;Zielony;249409;2018;K;33;North Dakota
Toyota;Sedan;2.5;Zielony;105885;2017;M;59;Ohio
Mercedes;Cupe;4.5;Brazowy;103013;2017;M;34;Wisconsin
BMW;Hatch-back;5.0;Bialy;424845;2019;K;34;Idaho
Audi;Hatch-back;5.0;Rozowy;406986;2016;M;53;Colorado
Mercedes;Pick-up;3.5;Zolty;276416;2017;M;31;Nebraska
Cadilac;Pick-up;2.5;Czarny;292972;2018;M;29;Wisconsin
Chevrolet;Minivan;5.0;Zolty;280302;2015;K;43;Illinois
Nissan;Kombi;2.5;Bialy;56646;2012;K;67;New York
Nissan;Cupe;2.5;Zielony;333413;2020;K;25;New Mexico
Mercedes;Sedan;3.5;Czerwony;452885;2016;M;44;Tennessee
Dodge;Sedan;1.5;Zielony;390915;2016;M;36;Montana
